sentence,class
"Habib Bahar Tolak Minta Maaf soal 'Jokowi Banci', Ini Kata Istana https://t.co/ofBhbrQncF https://t.co/6M0vkoFukw",jokowi
"cek -&gt; Habib Bahar Tolak Minta Maaf soal 'Jokowi Banci', Ini Kata Istana Habib Bahar bi  https://t.co/oCgKDLhsUN",jokowi
"cek -&gt; Habib Bahar Tolak Minta Maaf soal 'Jokowi Banci', Ini Kata Istana Habib Bahar bi  https://t.co/JgwptmXQvh",jokowi
"Habib Bahar Tolak Minta Maaf soal 'Jokowi Banci', Ini Kata Istana Habib Bahar bi  https://t.co/e5lduMGI2M",jokowi
"cek yuk -&gt; Habib Bahar Tolak Minta Maaf soal 'Jokowi Banci', Ini Kata Istana Habib Bahar bi  https://t.co/aaDveIVEso",jokowi
"I liked a @YouTube video https://t.co/AmhM0tPnKu Yes! Bahar Smith Gelisah! Berkelit Sebut Jokowi Banci Sudah Lama, Sejak 411",jokowi
"Betapa Mulia Hati Bapak, Dihujat Banci, Dihina, Jokowi Justru Hadiahkan Tol Bocimi yang Mangkrak 21 Tahun Buat Rakyat  https://t.co/m1OlkQmu43 https://t.co/m1OlkQmu43",jokowi
"Betapa Mulia Hati Bapak, Dihujat Banci, Dihina, Jokowi Justru Hadiahkan Tol Bocimi yang Mangkrak 21 Tahun Buat Rakyat  https://t.co/TuCXGlsOVm https://t.co/TuCXGlsOVm",jokowi
"Yang cantik itu kan dirimu, say.... Koq malah ngatain Jokowi banci? ðŸ˜ #UpOne",jokowi
Hari ini Habib Bahar dipanggil Polisi https://t.co/8xdSxRiVez,jokowi
Buya Syafii Maarif soal Ceramah 'Jokowi Banci' Habib Bahar https://t.co/keQdczpNFg https://t.co/XBq1EuEKwj,jokowi
Habib Bahar bin SmithÂ dipolisikan olehÂ JokowiÂ Mania dan Cyber Indonesia gara-gara ceramah kontroversial menyebut 'Jokowi kayaknya banci'. Banyak pernyataan lain yang juga keras ke Jokowi.  https://t.co/ZeO6mkyxFT,jokowi
"Senin Ini, Habib Bahar Diperiksa Polisi karena Kasus 'Jokowi Banci' https://t.co/TywX5BDWpt https://t.co/ccLi0pISzZ",jokowi
"Hina Jokowi Banci, Polisi Panggil Habib Bahar bin Smith Hari Ini https://t.co/hrrxHIi4sN",jokowi
Memanas! Habib Bahar Beberkan Fakta Jokowi Banci Reuni Akbar 212 Di Monas https://t.co/1ysVifdRPb,jokowi
Saya suka video @YouTube https://t.co/1ysVifdRPb Memanas! Habib Bahar Beberkan Fakta Jokowi Banci Reuni Akbar 212 Di Monas,jokowi
Saya menambahkan video ke playlist @YouTube https://t.co/1ysVifdRPb Memanas! Habib Bahar Beberkan Fakta Jokowi Banci Reuni Akbar 212,jokowi
"Hina Jokowi Banci, Polisi Panggil Habib Bahar bin Smith Hari Ini https://t.co/WLSQy4Sdtc https://t.co/cy0IZl3H6M",jokowi
@P3nj3l4j4h Semoga cepat di proses dan gelar perkaranya spy orang tdk sembarangan asbun.menghina dan caci maki dpn umum.Bahar ini ank muda yg kena virus toyib yg kabur.kt Bahar jokowi banci pdhal junjungan yg banci hrs pakai rok. dari Singa berubah jd hello kitty ðŸ˜ƒ,jokowi
"Kasus 'Jokowi Banci' Habib Bahar, Polisi Bentuk Penyidik Gabungan https://t.co/ExsdkaPeFY https://t.co/pVqgqgnqdZ",jokowi
Habib Bahar Beberkan Kasus 'Jokowi Banci' di Reuni 212 cc @jokowi https://t.co/DXjZmyCuVJ,jokowi
Habib Bahar bin Smith menolak meminta maaf pada Presiden Joko Widodo terkait ceramahnya yang menyebut â€˜Jokowi kayaknya banciâ€™ hingga â€˜Jokowi haidâ€™. Ia sendiri telah dilaporkan ke polisi oleh Jokowi... https://t.co/h0Ax5nzssw,jokowi
"Sebut â€˜Presiden Banciâ€™, Habib Bahar Ogah Minta Maaf ke Jokowi. Lebih Pilih Dipenjara! https://t.co/63vecg0HEc https://t.co/pZ9E9mkEEX",jokowi
"Sebut â€˜Presiden Banciâ€™, Habib Bahar Ogah Minta Maaf ke Jokowi. Lebih Pilih Dipenjara! https://t.co/QDgGJgflIC https://t.co/UgmG0E7KXV",jokowi
"Sebut â€˜Presiden Banciâ€™, Habib Bahar Ogah Minta Maaf ke Jokowi. Lebih Pilih Dipenjara! https://t.co/dMpPI07w8B https://t.co/zZXKv1NDwn",jokowi
Habib Bahar bin Smith menolak meminta maaf pada Presiden Joko Widodo terkait ceramahnya yang menyebut â€˜Jokowi kayaknya banciâ€™ hingga â€˜Jokowi haidâ€™. Ia sendiri telah dilaporkan ke polisi oleh Jokowi Mania atas ucapannya tersebut. https://t.co/h0Ax5nhR3W,jokowi
@mediaindonesia Beda lah.. Kmrn ANIES skrg PRABOWO kmrn AHOK skrg JOKOWI kmrn KAPIR skrg HARAM kmrn BANCI skrg BENCONG kmrn PKI skrg REUNI ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€,jokowi
"Sebut Jokowi Banci, Bahar Smith Tolak Minta Maaf https://t.co/aRZTsAdqVs",jokowi
Habib Bahar Beberkan Kasus 'Jokowi Banci' di Reuni 212 https://t.co/czd8C69Xqh,jokowi
Ini Penjelasan Habib Bahar Soal Pernyataan â€˜Jokowi Banciâ€™ https://t.co/mdiXKvizP7 https://t.co/oOrcLu3iRe,jokowi
"Rekam Jejak Habib Bahar, Penceramah yang Dipolisikan karena Sebut Presiden Jokowi Banci - https://t.co/IrWQBPqq61 https://t.co/y7wN9veMb4",jokowi
"@veraagustian_ @saididu @TheArieAir Dia budek dan buta, bahkan ada ustad ceking bahar  dlm ceramahnya, mengajak buka celana jokowi , karena fitnah banci , si pak tua ini gak denger.. Abuse terhadap kepala negara.. Kelompok dan kaum tragis mabuk Agama..",jokowi
"@Candraasmara85 Klo Pak JOKOWI di bilang banci nyatanya punya Istri ,  klo Capres No 2 gimana ?",jokowi
"Pidato Pimpinan Majelis Pembela Rasulullah, Habib Bahar bin Smith, menutup acara Reuni Akbar Mujahid 212 tahun 2018. Dalam pidatonya, Habib Bahar berbicara tentang kemungkinannya ditangkap polisi karena kasus ceramah â€˜Jokowi banciâ€™. https://t.co/iX6uxL4PPJ",jokowi
"Pidato Pimpinan Majelis Pembela Rasulullah, Habib Bahar bin Smith, menutup acara Reuni Akbar Mujahid 212 tahun 2018. Dalam pidatonya, Habib Bahar berbicara tentang kemungkinannya ditangkap polisi karena kasus ceramah â€˜Jokowi banciâ€™. https://t.co/eLGWNISIQR",jokowi
"@detikcom @bredal_edy Ya sedikit salah juga sih Habib Bahar bin Smith, Jokowi itu bukan banci tapi lebih ke Planga-Plongo ðŸ˜",jokowi
Addie MS: Masih Terpana pada Seseorang yang Tega Ejek Jokowi sebagai 'Banci' https://t.co/vqUtB9kV24 https://t.co/nLITMs2Bjd,jokowi
@Dennysiregar7 @jokowi Yg hadir cuman 2  Banci ngk ikut,jokowi
@Dennysiregar7 @jokowi Lu diajak ngopi di #ReuniAkbar212diMonas gak berani banci..!! Giliran nyinyir lebih dari emak2. Alaaa lagu lu gitu mulu..!! Bacot doang gede...,jokowi
Habib Bahar bin Smith turut berorasi di atas panggung Reuni Akbar Mujahid 212. Begini penyampaiannya: via 20detik   https://t.co/1pNYwvOeaq,jokowi
https://t.co/FDbn3MYBz5,jokowi
@GunRomli semoga bener busuk di pnjara. Amin. Habib Bahar bin Smith dipolisikan Jokowi Mania dan Cyber Indonesia karena ceramahnya yang menyebut ' Jokowi kayaknya banci ',jokowi
"@permadiaktivis @jokowi Banci,paling lama lu bebas 150 hari kedepan,setelah ganti rezim,gua orang pertama yg laporin lu ke bareskrim,dpt dipastikan lu bakalan terciduk",jokowi
"Kasus â€˜Jokowi Banciâ€™ Habib Bahar Bin Smith, Polisi Tidak Main Main Bakal Bentuk â€¦â€¦.. - https://t.co/cQ64bR8JvH",jokowi
"Selain aksi massa Reuni Alumni 212 yg masih hangat dibicarakan, ada juga isu-isu lainnya yg heboh di media sosial pekan lalu. Dari Habib Bahar sebut Jokowi banci, sampai meninggalnya sang kreator SpongeBob SquarePants.  Baca rangkumannya di sini. #Asumsi https://t.co/ncknyxg2HY",jokowi
"Hina Presiden 'Jokowi Banci', Habib Bahar bin Smith ""Lebih Baik Busuk di Penjara Daripada Minta Maaf"" https://t.co/HgT5HOlzWP https://t.co/EPiy80kd0N",jokowi
Buya Syafii Maarif soal Ceramah 'Jokowi Banci' Habib Bahar https://t.co/bhuYlqJ50R,jokowi
"Kata smith : ""jokowi banci soalnya pas aksi 411 ditunggu oleh para kyai di istana negara, tapi kyai2-nya malah diberondong gas air mata. malah kabur"".  Lah, tapi kan di aksi 212, jokowi muncul di tengah-tengah mereka. Di depan rizieq pula, dan rizieq... https://t.co/dOpa4Ebckr",jokowi
Penjelasan lengkap Habib Bahar bin Smith   https://t.co/ndY3vIFIyq,jokowi
"@null Ejek Jokowi Banci, Habib Bahar bin Smith Pilih Membusuk di Penjara daripada Mint  https://t.co/CgrgH8T8eI",jokowi
"Kasus â€˜Jokowi Banciâ€™ Habib Bahar, Polisi Bentuk PenyidikÂ Gabungan https://t.co/OMYI5PqnrX https://t.co/Fx34Fb095O",jokowi
"@DivHumas_Polri  Sudah di proses kah yg celoteh Pak Presiden @jokowi  banci/haid??? Saya yg dengar ceramah bgt saja mau muntah , @BareskrimPolri  tolong segera di proses... Semua sama toh di mata hukum... https://t.co/USLex8Sby0",jokowi
"Habib Bahar bin Smith Tolak Minta Maaf Hina Jokowi BANCI, Inilah Nasihat UAS #Islamituindah: https://t.co/C9kxZxxAWn via @YouTube",jokowi
https://t.co/urFqap8GcJ,jokowi
"@kumparan Hehehehehehe.. Gitu ya...  Novel Bamukmin: pelaporan ini kriminalisasi ulama.  Novel Bamukmin: Terkiat Habib Bahar apa yang diucapkan itu dipotong2 yang ucapkan Jokowi banci, ini kan aspirasi umat Islam yang kecewa (saat momen) 411, yang hadir umat Islam banyak malah ditinggal.",jokowi
Saya sangat malu https://t.co/HzPq7EeE6a  Habib Bahar bin Smith dipolisikan Jokowi Mania dan Cyber Indonesia karena ceramahnya yang menyebut 'Jokowi kayaknya banci' hingga 'Jokowi haid'.,jokowi
"Hina Jokowi Banci, Polisi Panggil Habib Bahar bin Smith Hari Ini https://t.co/t37wqBbcJU #MenghidupiPancasila",jokowi
@yusuf_dumdum Ahok dn jokowi bisa ngaji apa..kau mrepet terus kyk banci tak laku berkostum ustad,jokowi
"Allah KariiiimðŸ˜¥ðŸ˜¥ðŸ˜¥ðŸ˜¥ Rusak umat dan bangsa ini kalau org seperti ini terus dibiarkan pak @Aryprasetyo85 pak @sudrajatasep17 [https://t.co/2sakZJZ0Qr] [# LINK_TEXT #] bagus, Silakan lihat!",jokowi
@Ferdinand_Haean ðŸ˜‚ðŸ˜‚tetap jokowi  yg hadir dimonas buburkan diri setelah Habib Banci ceramah unjur kebencian,jokowi
Habib Bahar Beberkan Kasus 'Jokowi Banci' di Reuni 212 https://t.co/3zT6gTNv2r via 20detik,jokowi
"10 Fakta Polemik Habib Bahar, Sebut Jokowi Banci hingga Politisi yang Mengutuk Sikapnya https://t.co/1QtRT5mx7g via @wartakotalive",jokowi
Target beroperasi tol Bocimi https://t.co/Ri2u8enweR #Potonews,jokowi
"@jokowi @jokowi pak jokowi, kapan ruas jalan tol bocimi dirampungkan? Isu nya akhir oktober kemarin mau diresmikan section 1 ciawi - cigombong, tapi sampai sekarang belum juga diresmikan. Kenapa pak? Padahal masyarakat bogor dan sukabumi sudah sangat menantikan tol tersebut beroperasi.",jokowi
@jokowi Pak presiden yg tol bocimi kapan mau di resmikan kan udah selesai yg tahap pertam nya #2019pilihjokowi #2019tetapJokowi,jokowi
Proses Jalan tol #bocimi masih blm kelar kaya perasaan aku ke kamu ðŸ˜£ https://t.co/ayP5S4YQLe,jokowi
"@detikcom Tol Bocimi kapan, min?",jokowi
"Setelah Rusus dan Rusun, balik lagi ke Jalan Tol ðŸ˜  Ini penampakan proyek ruas Tol Bogor, Ciawi, Sukabumi (Bocimi). Gimana progresnya?  Ruas tol Ciawi - Sukabumi Seksi I Ciawi-Cigombongâ€¦ https://t.co/4zA2eHTP6n",jokowi
Pak Jokowi kapan tol bocimi seksi-1 dibuka #tanyajokowi,jokowi
@jokowi Pak resmiin tol bocimi dong,jokowi
KLIK&gt;&gt; https://t.co/RZ1T85InGF Lahan Sawah di Sukabumi Terdampak Pembangunan Tol Bocimi - Republika Online,jokowi
Musyawarah Ganti Bentuk Ganti Kerugian TOL BOCIMI https://t.co/w2lckLRBZu,jokowi
Progres 100 Persen BUMN Ini Beri Sinyal Tol Bocimi Segera Diresmikan,jokowi
"@SeruniPuspaAlam bentar lagi buka tokonya,, minta doanya semoga pemindahan makam sama penggarap tanah yang terkena tol bocimi didesa ciambar(sukabumi)secepatnya dapat ganti rugi dari pemerintah, pak @jokowi",jokowi
"Pengadaan Tanah Tol Bocimi, Sukabumi II seksi III dan IV, Rampung Tahun ini - Radar Sukabumi https://t.co/2cEqm2r54w",jokowi
[tanyarl] ada yang tau kabar tol bocimi kapan dibuka? macetnya ganahan :(,jokowi
@woelannnn @bangzul_1988 @ustadtengkuzul @jokowi Nih saya tambahin biar baca tuh ustad dengkul @ustadtengkuzul  https://t.co/ptE3PocRno Mangkrak 18thn sekarang dah ada wujudnya.,jokowi
"@ustadtengkuzul @KuntoVijaya @prabowo lah khan emang prabowo ngga ada prestasi nya tad jd apa yg mau di tonjolin? trus infrastruktur mana yg mangkrak jaman Jokowi? ente nyindir SBY? mau bilang hambalang, jalan tol bocimi, jalan tol kalimalang tad? hahahha",jokowi
@jokowi Tol kebanggaanku BOCIMI yg bangkit dari tidurnya selama 18th #2019DKIJOIN,jokowi
@bangzul_1988 @Pandixa_D @ustadtengkuzul @jokowi Tol kebanggaanku BOCIMI yg bangkit dari tidurnya selama 18th https://t.co/noGf4VGVG8,jokowi
https://t.co/mlPcAbMb6z bgmn kabar tol bocimi? Cc @jokowi @ototopic @jungaspal @SukabumiToday #wonderfulindonesiamendunia @tourdesingkarak #MenangKalahGarudaDiDadaku,jokowi
@bangzul_1988 @ustadtengkuzul @jokowi Kalo d daerah saya ada Tol Bocimi .. saya sarankan untuk buka mata dan buka telinga ya gus  https://t.co/4Ybjrsrdzd,jokowi
@KemenPU @BudiKaryaS @jokowi bapak2 kira2 kapan tol Bocimi seksi-1 dibuka  ???  pantat udh panas pak dari zaman Pak Harto SMP hari ini Sukabumi-Bogor makan waktu 7 jam untuk jarak 51 Km.,jokowi
Peresmian Tol (BOCIMI) ciawi sukabumi Seksi 1 ciawi cigombong https://t.co/FmhLaOm5qD,jokowi
"Akhirnya macet Ciawi-Sukabumi segera teratasi, dengan diresmikannya tol bocimi hari ini, Sabtu tgl 1 Desember 2018. Terimakasih @waskita_karya",jokowi
Tol Bocimi Akhirnya Diresmikan #2019JokowiLagi https://t.co/sv9PjmhLM0 https://t.co/pa8rOkfki0,jokowi
"Sesi I Tol Bocimi ini terbentang dari Ciawi hingga Cigombong sepanjang 15,4 kilometer. https://t.co/toYKA6flgX",jokowi
Presiden @jokowi Dijadwalkan Resmikan Sesi I Tol Bocimi Hari Ini https://t.co/ryIhqzMb8M,jokowi
Presiden Jokowi Dijadwalkan Resmikan Sesi I Tol Bocimi Hari Ini https://t.co/QM3yT6jruf,jokowi
Tol Bogor-Ciawi-Sukabumi (Bocimi) Akhirnya Diresmikan  https://t.co/DKK2C7AVph,jokowi
"Akhir bulan selalu bikin mara-mara, rasanya mau resmiin tol bocimi aja biar senyum.",jokowi
#News Presiden Jokowi Dikabarkan Meresmikan Tol Bocimi Sabtu 1 Desember 2018  https://t.co/Dfoe1q4F2z,jokowi
Presiden Jokowi Dikabarkan Meresmikan Tol Bocimi Sabtu 1 DesemberÂ 2018 https://t.co/rFcpuDaRKl,jokowi
"Mumpung Belum Diresmikan, Asyiknya Gowes di Tol Bocimi - https://t.co/S3Ri1E6JYs",jokowi
Tol bocimi https://t.co/17AF85dV3U,jokowi
Tol Bocimi Dikabarkan Akan Diresmikan Oleh Presiden RI Joko Widodo Besok https://t.co/ZVvF0L6EMO lewat @TRIBUNnewsBogor,jokowi
PEMBEBASAN LAHAN BANDARA SUKABUMI MENCAPAI 250 MILIAR  DIPASTIKAN 2021 PESAWAT LANDING DI SUKABUMI  Baca Selengkapnya : https://t.co/CsQrMfQyNG,jokowi
"kang @ridwankamil , besok ikut acara peresmian Tol Bocimi ?",jokowi
17 thn lalu aku mendengar kabar akan adanya akses jalan yang nyaman ketika pulkam. entahlah apa yang di lakukan oleh pemimpin sebelumnya  Namun kini impian itu nyata bukan hoax dan selaku pengguna jalan menyambut baik di bukanya Tol Bocimi https://t.co/z77FA3XSPX,jokowi
"Tol Bocimi Diresmikan 1 Desember 2018, Isi Pesan Beredar di WhatsApp https://t.co/JX4brCxODM",jokowi
Surat Undangan Peresmian Jalan Tol Bocimi Seksi I Beredar - https://t.co/ARnfhf4h17,jokowi
Surat Undangan Peresmian Jalan Tol Bocimi Seksi I Beredar - https://t.co/mIAtJuGJJN,jokowi
8. Membebaskan lahan u/ pembangunan bandara yg akan menunjang keberadaan @ciletuhgeopark sebagai kawasan destinasi wisata dunia. Tol Bocimi pun akan digeber agar akses lbh mudah. Ciletuh mjadi primadona wisata yg menjadi berkah bagi warga di @kabsukabumi_id,jokowi
"@Landa34991441 @ustadtengkuzul Iya tinggal melanjutkan dan punya Niatan untuk menyelesaikan. MRT di gagas dari jaman soeharto, LRT, tol bocimi dsb.",jokowi
"@KemenPU Kirain jalan tol fungsional itu yang tugas nya sudah jelas, tapi ribet naik pangkat nya Sementara jalan tol Operasional tuh yang 4 tahun sekali naik pangkat otomatis, dan bisa jadi eselon. Hehehe...  Bocimi fungsional in lagi dong min please...",jokowi
"@jokowi Tol Bocimi kapan pak rencana di resmikan, sudah sangat macet di perempatan Ciawi ðŸ™",jokowi
"Sempat Mangkrak 21 Tahun, Jokowi Resmikan Tol Bocimi Seksi 1 https://t.co/VjDx6S3Nuv",jokowi
"Presiden Jokowi Resmikan Tol BOCIMI Seksi I  #BocimiJokowiBikinHepi  TOL BOCIMI Sejak thn 1997, gonta-ganti investor, groundbreaking berkali kali, tapi 1 km pun gak ada wujudnya  Ini ðŸ‘‡Video Tahun 2015 Saat Jokowi Mengambil Alih Proyek-proyek mangkrak https://t.co/8OaljAJtOi",jokowi
Tol bocimi Bogor ciawi fchmidiot,jokowi
#BocimiJokowiBikinHepi https://t.co/HDeMo2cmtl,jokowi
Koran pagi ini.  Tol Bocimi diresmikan â˜‘ï¸ AS-Tiongkok mulai cair â˜‘ï¸ Rupiah terus menguat â˜‘ï¸ https://t.co/auKSgEx6ey,jokowi
"Saya jg heran Pak, dimana2 sdh ada tol. Bogor-Sukabumi koq gak ada. Waktu praktik lapang bolak balik Bo-Mi-Bo berasa lama banget di jalan. Sbg orang bogor merasa dianaktirikan. Tp skrg Alhamdulillah sekarang ada Tol Bocimi #BocimiJokowiBikinHepi https://t.co/vpB1U93JEB",jokowi
@NurdinAmir1 Tol Bocimi kemarin udh di resmikan ... kereen kn ðŸ‘ðŸ‘,jokowi
"Sempat Mangkrak 21 Tahun, Jokowi Resmikan Tol Bocimi Seksi 1 - https://t.co/Qh50antEt0 https://t.co/2KSc0i4W66",jokowi
"Mangkrak 21 Tahun, Presiden Jokowi Prediksi Tol Bocimi Selesai Tahun 2020 https://t.co/o2ONCCc2o6",jokowi
https://t.co/mTR8BNXvgf Tak perlu heran setiap gaya kepemimpinan pst ada kekurangannya!Sekarang MOVE ON dan evaluasi hrs spt apa bagus brarti bisa merealisasikan yg mangkrak2 LANJUTKAN tender tol CIANJUR-PADALARANG SEGERA. @jokowi @KemenPU @Info_BinaMarga @waskita_karya good team,jokowi
VIDEO: Canda Jokowi Soal Tol Bocimi Mangkrak 2 Dekade https://t.co/50S7WmHRwD,jokowi
Alhamdulillah semoga dengan dioperasikan jalan tol Bocimi membuat ekonomi sekitar semakin menggeliat #BocimiJokowiBikinHepi https://t.co/IomgTYRiVe,jokowi
https://t.co/NnpQBRh6sj itu yang saya katakan jauh2 hari harus FOKUS DISIPLIN EKSEKUSI TOL LINGKAR SELATAN BOCIMI - CIANJUR - PADALARANG 2019 hrs mulai ada pemenang tender Cianjur Padalarang. Ingat sbtlnya tol layang cikampek blm perlu malah menambah kemacetan @jokowi @KemenPU,jokowi
https://t.co/TnNuvlVHxf GOOD!! KONEKTIVITAS seperti ini yang diharapkan segera dilakukan agar perkembangan ekonomi &amp; IPM meningkat.Sudah saatnya tdk melulu jabodetabek yg dilakukan prioritas hny krn penyumbang pajak terbesar di indonesia mestinya merata ke seluruh daerah @jokowi,jokowi
"Mangkrak 21 Tahun, Akhirnya Tol Bocimi Bisa Diresmikan Setelah Ditangani Jokowi !! https://t.co/Pv4az6A0Rq",jokowi
Nah ini dia salah satu manfaat tol bocimi ~ memangkas waktu perjalanan ~ ~. #BocimiJokowiBikinHepi. . . .,jokowi
"@jokowi Yg mangkrak di kerjakan, itu bagus. Saya sangat setuju dg tol bocimi. Presiden bukan hanya meresmikan tpi bertindak memerintahkan Dan mengarahkan. Yg bilang cuma meresmikan bangga. Coba kmu berbuat dulu bos.! #01IndonesiaMaju #01JokowiLagi",jokowi
"Terima kasih Pakde Jokowi, jalan tol bocimi sudah beroperasi, di era pemerintahan Bapak ini bisa terwujud, kami warga bogor bangga atas semua kinerja Bapak beserta jajarannya, semoga Allah senantiasa memberkahi Bapak... 2019 Jokowi lagi...! https://t.co/sV24tK834A",jokowi
Mau Coba Jalan Tol Bocimi? Sepekan Ini Gratis https://t.co/SzW9iTX9pR https://t.co/DxQdrNgjlZ,jokowi
Peresmian Tol Bocimi oleh Presiden Joko Widodo mendapatkan perhatian dari pembaca akhir pekan kemarin. https://t.co/3XZBOUQJqp,jokowi
Alhamdulillah tol #Bocimi yg mangkrak lama sudah resmi dipakai seksi 1 https://t.co/QSflsvX1Kd,jokowi
Peresmian Tol Bocimi oleh Presiden Joko Widodo mendapatkan perhatian dari pembaca akhir pekan kemarin. https://t.co/TraKEVTTPz,jokowi
Berita Populer: Jokowi Heran Tol Bocimi Mangkrak 21 Tahun hingga Bonus Akhir Tahun https://t.co/JMDGToMMWL,jokowi
Manfaat tol bocimi bagi jawa barat.  #2019PilihJokowi #JokowiLagi https://t.co/2T8RNsbHx5,jokowi
Tol Bocimi mangkrak diselesaikan di era @jokowi https://t.co/EJqRixswHu,jokowi
"Ruas jalan tol Bocimi seksi I sepanjang 15,35 kilometer (km) menyambungkan Ciawi hingga Cigombong #BocimiJokowiBikinHepi",jokowi
"Rute Ciawi menuju Cigombong (Lido, Sukabumi) sekarang hanya 10 menit waktu tempuh lewat Tol Bocimi. Biasanya waktu tempuh 1 jam, itupun bila tidak macet. https://t.co/fnknlwu0uV",jokowi
"@bangzul_1988 @prabowo Tol tol laut kali apa tol bocimi, pak prabowo aja hampir keceplosan mengakui kinerja jokowi ðŸ¤£",jokowi
"Mangkrak 21 Tahun, Tol Bocimi Resmi Beroperasi https://t.co/lldJAgVLkp",jokowi
"@EkoSandjojo Selain upaya menumbuhkan pusat-pusat baru, faktor konektivitas antarwilayah juga sangat vital untuk captivating pembangunan di Prov. Bengkulu. Oleh karena itu, ketersediaan infrastruktur penghubung seperti jalan raya yg menghubungkan antarkabupaten menjadi sangat penting.",jokowi
I liked a @YouTube video https://t.co/4VZ3kT09Lc Satu Indonesia- Pembangunan Infrastruktur Trans Papua Barat Mudahkan Masyarakat Papua,jokowi
Pembangunan infrastruktur banyak manfaatnya disamping untuk menciptakan ekonomi yang berkeadilan untuk seluruh,jokowi
"@addiems @sahaL_AS        @prabowo  Sepakat. Memindahkan dana subsidi ke pembangunan infrastruktur memang akan mengganggu byk pihak yg biasa dimanjakan. Tdk populer pd awalnya, tp akan ada hasilnya utk jangka panjang. Pemerintah memfasilitasi, masy yg menggerakkan ekonomi.",jokowi
@jokowi  Pembangun infrastruktur yg sudah berjalan seyogyanya juga dibarengi dgn pembangunan SDM nya untuk memanfaatkan SDA yang ada agar dapat meningkatkan ekonomi secara berkala. #2019pilihjokowi #2019tetapJokowi,jokowi
